CASE#,X,Y,cluster_label
JJ429183,1175023.0,1904549.0,0
JJ532581,1157106.0,1875063.0,1
JJ371590,1159183.0,1931305.0,0
JK109514,1188200.0,1842293.0,1
JJ466535,1118704.0,1932116.0,0
JK252073,1180600.0,1857382.0,1
JJ358055,1192080.0,1845552.0,1
JK109964,1144183.0,1898894.0,0
JJ529879,1160867.0,1917657.0,0
JJ472499,1162228.0,1882558.0,0
JJ279190,1174403.0,1913842.0,0
JJ319278,1139102.0,1942269.0,0
JJ320065,1168478.0,1942177.0,0
JK240707,1173106.0,1930517.0,0
JJ320320,1177216.0,1844292.0,1
JJ361276,1172902.0,1908282.0,0
JK254879,1140791.0,1932993.0,0
JJ345540,1178491.0,1870201.0,1
JJ492786,1179832.0,1858022.0,1
JJ528030,1151703.0,1896118.0,0
JJ492575,1138439.0,1904775.0,0
JJ501813,1173850.0,1879063.0,1
JJ393638,1135743.0,1945534.0,0
JJ489153,1153918.0,1893446.0,0
JJ407128,1151436.0,1909427.0,0
JJ516055,1160642.0,1930841.0,0
JK104445,1187267.0,1851294.0,1
JK188236,1148091.0,1899675.0,0
JK151594,1160188.0,1899945.0,0
JJ407437,1176946.0,1895545.0,0
JJ315193,1201414.0,1827331.0,1
JJ464110,1168927.0,1902027.0,0
JK188200,1176427.0,1905733.0,0
JK199190,1151424.0,1911924.0,0
JJ530517,1183348.0,1861938.0,1
JJ376481,1165516.0,1852958.0,1
JK138573,1172655.0,1836545.0,1
JJ347252,1138994.0,1925253.0,0
JJ532368,1154799.0,1908235.0,0
JK194970,1156076.0,1872225.0,1
JK193468,1130849.0,1920845.0,0
JK140936,1163955.0,1857902.0,1
JJ313074,1139569.0,1944287.0,0
JJ495660,1197240.0,1854764.0,1
JJ434987,1137216.0,1861475.0,1
JJ433961,1164747.0,1948737.0,0
JJ310048,1155878.0,1871677.0,1
JJ414784,1153128.0,1886210.0,0
JJ520567,1148477.0,1886214.0,0
JK179229,1166254.0,1915672.0,0
JJ456928,1154248.0,1910446.0,0
JJ422262,1145515.0,1928865.0,0
JK154405,1167597.0,1932028.0,0
JJ468794,1158379.0,1862739.0,1
JJ333941,1170873.0,1881895.0,0
JK211470,1152642.0,1859257.0,1
JJ369171,1163874.0,1858893.0,1
JJ293162,1150482.0,1908162.0,0
JJ276110,1184012.0,1818200.0,1
JJ327186,1168660.0,1931389.0,0
JJ427907,1167460.0,1853322.0,1
JJ536970,1144109.0,1898892.0,0
JJ415041,1176389.0,1900278.0,0
JJ521207,1170143.0,1892154.0,0
JK147996,1181298.0,1851882.0,1
JJ438492,1180354.0,1875479.0,1
JK217207,1157617.0,1901047.0,0
JJ412381,1163281.0,1904691.0,0
JJ410411,1174597.0,1855033.0,1
JJ346750,1164999.0,1831407.0,1
JJ508772,1167061.0,1943967.0,0
JJ490984,1156419.0,1860025.0,1
JJ418044,1165066.0,1922064.0,0
JK250689,1150963.0,1892180.0,0
JJ384354,1155758.0,1864349.0,1
JJ316164,1166393.0,1908092.0,0
JJ331067,1172573.0,1900294.0,0
JK154031,1169206.0,1910721.0,0
JJ461542,1142427.0,1915491.0,0
JK218443,1162131.0,1863198.0,1
JK176051,1160855.0,1898111.0,0
JJ527831,1158135.0,1917181.0,0
JK116144,1178927.0,1886949.0,0
JK259283,1185543.0,1817670.0,1
JJ365233,1181073.0,1865353.0,1
JK104776,1167097.0,1874620.0,1
JK215612,1151280.0,1868811.0,1
JK212606,1137995.0,1915018.0,0
JJ468580,1148935.0,1868963.0,1
JJ307686,1193557.0,1853503.0,1
JJ501127,1179938.0,1865757.0,1
JJ262488,1168336.0,1933911.0,0
JJ456809,1135955.0,1910013.0,0
JK197215,1180179.0,1881011.0,1
JJ513424,1178263.0,1863570.0,1
JJ531349,1142605.0,1903013.0,0
JJ372898,1175087.0,1865499.0,1
JJ337883,1188321.0,1847402.0,1
JK250743,1157221.0,1830838.0,1
JK137738,1157043.0,1865855.0,1
JJ506142,1169130.0,1889883.0,0
JK103434,1167588.0,1941333.0,0
JK204942,1160947.0,1874772.0,1
JJ536194,1199184.0,1847715.0,1
JJ417092,1181175.0,1856521.0,1
JJ411541,1165910.0,1864245.0,1
JK208082,1153683.0,1910432.0,0
JJ499584,1182721.0,1846460.0,1
JK204275,1151514.0,1931849.0,0
JK133836,1183104.0,1846685.0,1
JK141747,1142731.0,1928136.0,0
JJ484827,1149574.0,1912994.0,0
JJ472171,1159459.0,1850512.0,1
JK246164,1116630.0,1933196.0,0
JJ377131,1173161.0,1916417.0,0
JJ414179,1143697.0,1937643.0,0
JJ372285,1163352.0,1890303.0,0
JJ481586,1190810.0,1856836.0,1
JJ330983,1172273.0,1854841.0,1
JJ438135,1156103.0,1863896.0,1
JJ269520,1170399.0,1828251.0,1
JJ336974,1158565.0,1894166.0,0
JJ441941,1158262.0,1889274.0,0
JK204621,1181399.0,1860461.0,1
JJ318892,1186668.0,1871471.0,1
JK168254,1174663.0,1899413.0,0
JJ507954,1191806.0,1843486.0,1
JJ473529,1144231.0,1870067.0,1
JK205710,1167553.0,1839438.0,1
JJ503881,1176172.0,1899918.0,0
JK191589,1177309.0,1900530.0,0
JJ284761,1175346.0,1897439.0,0
JJ377417,1178652.0,1864295.0,1
JJ438538,1157660.0,1937177.0,0
JJ464085,1173420.0,1877730.0,1
JJ501883,1191707.0,1860626.0,1
JJ286156,1166160.0,1853636.0,1
JK159880,1157997.0,1931783.0,0
JJ269201,1163173.0,1951318.0,0
JJ384617,1153552.0,1899323.0,0
JJ478377,1172111.0,1908362.0,0
JJ264448,1168156.0,1918746.0,0
JJ510105,1163371.0,1900701.0,0
JJ345182,1158574.0,1870553.0,1
JJ429636,1175868.0,1898819.0,0
JJ449893,1193294.0,1856356.0,1
JK130011,1178727.0,1877584.0,1
JK214612,1163298.0,1888745.0,0
JK236503,1154667.0,1873933.0,1
JJ423763,1154847.0,1873274.0,1
JJ386593,1154518.0,1919972.0,0
JK174519,1145666.0,1855429.0,1
JK162902,1167437.0,1828227.0,1
JJ500084,1138543.0,1904409.0,0
JK106941,1170271.0,1924485.0,0
JJ410469,1161124.0,1910231.0,0
JJ391156,1168748.0,1899253.0,0
JK148657,1159995.0,1874745.0,1
JJ311880,1175949.0,1882872.0,1
JJ294084,1176447.0,1897923.0,0
JJ438835,1137542.0,1899421.0,0
JK104658,1161059.0,1828639.0,1
JJ372910,1136013.0,1914862.0,0
JK157563,1180987.0,1876319.0,1
JJ301490,1172257.0,1894956.0,0
JK212466,1163830.0,1882804.0,0
JJ540055,1167924.0,1935026.0,0
JK107767,1100658.0,1934241.0,0
JJ473615,1138943.0,1902924.0,0
JK230821,1168404.0,1928392.0,0
JJ285440,1169486.0,1921438.0,0
JJ363268,1194175.0,1855369.0,1
JK232822,1179174.0,1875682.0,1
JK207042,1158652.0,1911207.0,0
JJ403963,1173987.0,1848476.0,1
JJ325230,1173068.0,1909520.0,0
JJ343454,1168357.0,1933176.0,0
JJ404563,1147597.0,1869043.0,1
JK108767,1148464.0,1891710.0,0
JJ540227,1202898.0,1829094.0,1
JJ495242,1194503.0,1855478.0,1
JJ519054,1182254.0,1879203.0,1
JJ422823,1185742.0,1868133.0,1
JK170909,1175594.0,1898356.0,0
JJ304608,1180685.0,1862446.0,1
JJ378974,1130890.0,1867283.0,1
JJ473754,1170394.0,1920533.0,0
JJ289008,1141954.0,1901990.0,0
JK260445,1179388.0,1869733.0,1
JJ356293,1163175.0,1879123.0,1
JK218011,1161171.0,1856839.0,1
JK186926,1173106.0,1930517.0,0
JJ527300,1181995.0,1845108.0,1
JK144926,1175184.0,1910712.0,0
JJ528609,1158958.0,1873389.0,1
JJ283954,1165978.0,1937097.0,0
JK104921,1193764.0,1857376.0,1
JJ538067,1161281.0,1932523.0,0
JJ321277,1168250.0,1936946.0,0
JK216215,1148799.0,1900652.0,0
JK156002,1172220.0,1914889.0,0
JK109065,1148223.0,1889032.0,0
JJ376038,1172642.0,1853568.0,1
JJ501866,1174881.0,1889964.0,0
JJ425851,1171903.0,1827823.0,1
JK209886,1160830.0,1908871.0,0
JK219919,1147496.0,1907475.0,0
JK201162,1179662.0,1892518.0,0
JK149235,1148402.0,1883698.0,0
JJ278307,1178359.0,1846667.0,1
JJ466439,1177975.0,1890173.0,0
JJ465152,1171630.0,1854162.0,1
JK199194,1169596.0,1863016.0,1
JK241489,1141518.0,1895800.0,0
JJ348572,1155071.0,1924088.0,0
JK244982,1147975.0,1908323.0,0
JJ436662,1166423.0,1899523.0,0
JJ337788,1168457.0,1857678.0,1
JJ527115,1177973.0,1873012.0,1
JJ351055,1144511.0,1896107.0,0
JK130568,1178046.0,1905133.0,0
JJ318875,1169039.0,1921661.0,0
JJ269172,1158469.0,1910092.0,0
JJ307503,1171639.0,1863072.0,1
JK200040,1163226.0,1927255.0,0
JJ338551,1187961.0,1863261.0,1
JJ498195,1154803.0,1917780.0,0
JK125482,1159232.0,1914987.0,0
JJ372100,1151656.0,1915285.0,0
JJ420762,1167031.0,1944840.0,0
JJ505221,1151295.0,1828012.0,1
JJ314551,1178377.0,1858468.0,1
JJ274461,1194852.0,1854738.0,1
JJ286917,1191410.0,1859363.0,1
JK159302,1182339.0,1875765.0,1
JJ413617,1151121.0,1886616.0,0
JK213447,1164591.0,1950100.0,0
JJ459546,1181469.0,1874975.0,1
JJ482395,1149048.0,1925044.0,0
JK138010,1162692.0,1905336.0,0
JK128672,1117975.0,1934331.0,0
JJ456831,1165473.0,1916022.0,0
JJ341341,1159674.0,1910563.0,0
JJ323950,1144816.0,1920418.0,0
JJ449247,1172499.0,1917456.0,0
JJ519827,1167397.0,1933889.0,0
JK191268,1170867.0,1916436.0,0
JK259279,1174130.0,1859520.0,1
JK232151,1177003.0,1905748.0,0
JJ320777,1158197.0,1887285.0,0
JJ410346,1165862.0,1930847.0,0
JJ476664,1174048.0,1905972.0,0
JK139267,1164191.0,1913352.0,0
JK151834,1183336.0,1850642.0,1
JJ432580,1176161.0,1858886.0,1
JK185995,1174771.0,1872976.0,1
JK252909,1163893.0,1951001.0,0
JK220334,1171366.0,1889847.0,0
JJ370249,1165878.0,1895925.0,0
JK182249,1186052.0,1836549.0,1
JJ299249,1155614.0,1875367.0,1
JJ286923,1152990.0,1919848.0,0
JJ346061,1173813.0,1848917.0,1
JJ434416,1157968.0,1868430.0,1
JJ336419,1145072.0,1872374.0,1
JK230386,1161716.0,1901201.0,0
JJ447640,1174556.0,1844823.0,1
JK195013,1167586.0,1894183.0,0
JJ440864,1158297.0,1892717.0,0
JJ291800,1165810.0,1873260.0,1
JJ375113,1181614.0,1852422.0,1
JK151370,1140966.0,1908808.0,0
JJ426682,1168564.0,1845472.0,1
JK141762,1197802.0,1842310.0,1
JJ382934,1172162.0,1883408.0,0
JJ427369,1177279.0,1859276.0,1
JJ306331,1180244.0,1853866.0,1
JK166409,1192921.0,1852169.0,1
JK247741,1180449.0,1859006.0,1
JJ482972,1173911.0,1901340.0,0
JK168956,1157484.0,1877979.0,0
JK127850,1150411.0,1899208.0,0
JJ362861,1169713.0,1840996.0,1
JJ297321,1164040.0,1860222.0,1
JK250503,1151370.0,1851889.0,1
JJ464260,1164022.0,1866093.0,1
JK140691,1167519.0,1916078.0,0
JJ345652,1177437.0,1902681.0,0
JJ365261,1174623.0,1842397.0,1
JJ498719,1168078.0,1856010.0,1
JJ338932,1167906.0,1862309.0,1
JJ529495,1164816.0,1873232.0,1
JK156213,1155396.0,1903165.0,0
JJ313805,1171397.0,1921162.0,0
JJ504790,1156149.0,1862215.0,1
JJ350771,1189231.0,1853319.0,1
JJ355702,1150857.0,1906766.0,0
JK232946,1165190.0,1907500.0,0
JK140642,1151370.0,1851889.0,1
JJ426939,1164818.0,1949525.0,0
JK249375,1144239.0,1918470.0,0
JJ527673,1143160.0,1906196.0,0
JJ539630,1161698.0,1891040.0,0
JJ479391,1147025.0,1910941.0,0
JK217767,1177052.0,1881808.0,1
JJ356544,1146319.0,1898306.0,0
JJ335607,1167908.0,1935576.0,0
JJ412603,1155736.0,1865106.0,1
JJ421656,1129338.0,1910150.0,0
JJ414962,1154001.0,1926680.0,0
JK146142,1175739.0,1881773.0,1
JK110325,1176447.0,1897923.0,0
JJ489478,1152947.0,1896475.0,0
JJ331881,1151815.0,1928346.0,0
JJ454808,1173124.0,1862915.0,1
JJ301025,1134703.0,1865825.0,1
JJ491669,1139141.0,1897020.0,0
JK214221,1171308.0,1859084.0,1
JJ268044,1168142.0,1856674.0,1
JK153811,1195882.0,1855185.0,1
JJ387013,1162392.0,1900800.0,0
JK247056,1159379.0,1935412.0,0
JJ468651,1165974.0,1927328.0,0
JK175395,1170981.0,1898392.0,0
JJ367702,1182591.0,1830516.0,1
JK193334,1132247.0,1935147.0,0
JJ400673,1167460.0,1905078.0,0
JJ504969,1134554.0,1928845.0,0
JJ438635,1169971.0,1901223.0,0
JJ308747,1158399.0,1933777.0,0
JK258318,1197730.0,1845014.0,1
JJ293346,1179097.0,1878355.0,1
JJ325285,1175106.0,1839261.0,1
JJ349343,1129585.0,1931796.0,0
JJ494719,1187694.0,1859214.0,1
JK152657,1197678.0,1846916.0,1
JJ397457,1139073.0,1898994.0,0
JJ498382,1190844.0,1855469.0,1
JJ276980,1149963.0,1903255.0,0
JJ424085,1185134.0,1857265.0,1
JK109368,1168459.0,1919218.0,0
JK123672,1144439.0,1898140.0,0
JJ366830,1161722.0,1945312.0,0
JJ419622,1151002.0,1854551.0,1
JK199302,1176122.0,1876725.0,1
JK218302,1174134.0,1859330.0,1
JK180972,1161736.0,1866454.0,1
JJ350639,1165468.0,1909529.0,0
JK172534,1177880.0,1876305.0,1
JJ522123,1144240.0,1921775.0,0
JJ281645,1157381.0,1913237.0,0
JJ358232,1133712.0,1914244.0,0
JK248221,1177601.0,1842220.0,1
JJ308591,1137052.0,1894072.0,0
JJ424836,1104700.0,1933741.0,0
JK181845,1166391.0,1905446.0,0
JJ518515,1139132.0,1911000.0,0
JK117287,1177796.0,1880777.0,1
JK110345,1175986.0,1898799.0,0
JJ297708,1126603.0,1933723.0,0
JJ370079,1153597.0,1888495.0,0
JK261021,1181109.0,1835216.0,1
JK207536,1172045.0,1923872.0,0
JJ285774,1175715.0,1827762.0,1
JK239365,1169031.0,1907768.0,0
JK200277,1186721.0,1869878.0,1
JJ465980,1179053.0,1865788.0,1
JK235006,1100317.0,1935229.0,0
JJ325830,1157241.0,1918050.0,0
JJ526990,1167722.0,1894186.0,0
JJ517610,1168152.0,1940159.0,0
JJ423782,1176364.0,1900524.0,0
JK190945,1152084.0,1909861.0,0
JJ297390,1175947.0,1832975.0,1
JJ311677,1164040.0,1860222.0,1
JK199516,1182559.0,1867055.0,1
JJ506033,1120131.0,1922392.0,0
JJ406041,1177830.0,1855288.0,1
JJ349327,1174631.0,1904225.0,0
JJ331780,1181311.0,1829816.0,1
JJ347526,1168549.0,1939863.0,0
JJ392185,1185471.0,1857088.0,1
JJ415823,1170259.0,1924866.0,0
JK230585,1135192.0,1932588.0,0
JJ330641,1176135.0,1856290.0,1
JJ332125,1176452.0,1897651.0,0
JK225022,1150301.0,1892125.0,0
JJ280293,1140245.0,1917106.0,0
JJ285225,1177923.0,1901223.0,0
JK247649,1178728.0,1877557.0,1
JK168846,1166381.0,1876777.0,1
JJ348746,1176768.0,1902003.0,0
JJ345576,1165636.0,1903651.0,0
JJ361436,1170328.0,1922582.0,0
JK180303,1193855.0,1854881.0,1
JJ535724,1175510.0,1863188.0,1
JK150504,1168660.0,1931389.0,0
JK138058,1140159.0,1916107.0,0
JK182411,1142899.0,1870027.0,1
JJ520228,1149448.0,1921489.0,0
JJ500732,1155601.0,1928718.0,0
JJ342555,1168413.0,1894846.0,0
JJ421352,1171463.0,1853781.0,1
JJ522116,1136139.0,1928648.0,0
JJ320014,1171494.0,1847387.0,1
JK200798,1129343.0,1920483.0,0
JK197627,1162528.0,1825968.0,1
JK237449,1157476.0,1889255.0,0
JJ277252,1168634.0,1924088.0,0
JJ420980,1148559.0,1848158.0,1
JK240431,1149463.0,1894398.0,0
JJ342371,1154639.0,1932386.0,0
JJ540516,1151064.0,1899854.0,0
JK224890,1143679.0,1898882.0,0
JK230679,1182717.0,1860597.0,1
JJ325297,1139732.0,1897139.0,0
JJ447681,1189444.0,1845406.0,1
JK101538,1154146.0,1900148.0,0
JK135412,1201419.0,1817223.0,1
JJ281194,1179978.0,1828463.0,1
JK128811,1170736.0,1862684.0,1
JK204076,1191409.0,1859383.0,1
JK170586,1174716.0,1908335.0,0
JK140909,1176950.0,1895422.0,0
JJ386461,1153144.0,1896990.0,0
JK242739,1167885.0,1924871.0,0
JJ536452,1163783.0,1862618.0,1
JJ479335,1188873.0,1860225.0,1
JK189273,1177506.0,1858207.0,1
JK116889,1169275.0,1930737.0,0
JJ271842,1174463.0,1909240.0,0
JK243535,1176517.0,1895340.0,0
JK120705,1166776.0,1850053.0,1
JK136913,1174620.0,1820856.0,1
JJ308090,1179389.0,1869713.0,1
JK157021,1144515.0,1896027.0,0
JJ382000,1196962.0,1845500.0,1
JJ518411,1169501.0,1847458.0,1
JK254473,1157497.0,1835176.0,1
JJ442077,1131500.0,1910168.0,0
JJ270357,1187184.0,1870208.0,1
JJ474427,1156141.0,1878257.0,0
JK253185,1138636.0,1898830.0,0
JJ319707,1150963.0,1868214.0,1
JK167243,1163200.0,1854379.0,1
JK252037,1163465.0,1897741.0,0
JJ453668,1154440.0,1922803.0,0
JK259385,1153353.0,1921084.0,0
JK247470,1150687.0,1905068.0,0
JK188913,1181430.0,1872496.0,1
JJ446801,1155991.0,1867743.0,1
JJ318876,1151660.0,1831063.0,1
JJ359126,1164555.0,1894932.0,0
JK180653,1183809.0,1877491.0,1
JJ328227,1145739.0,1918232.0,0
JJ305703,1147278.0,1907312.0,0
JJ429576,1169423.0,1898349.0,0
JK176294,1179279.0,1903707.0,0
JK164330,1170173.0,1904358.0,0
JJ275971,1160440.0,1910971.0,0
JJ481474,1162011.0,1931545.0,0
JK100673,1178883.0,1839581.0,1
JK127681,1170139.0,1825866.0,1
JJ305170,1177356.0,1830688.0,1
JK214150,1190856.0,1858321.0,1
JK179772,1175696.0,1895352.0,0
JJ490619,1176607.0,1891853.0,0
JK259302,1169944.0,1927782.0,0
JK190913,1160013.0,1906250.0,0
JK246412,1169908.0,1868693.0,1
JK190889,1144479.0,1934166.0,0
JJ456909,1170874.0,1852437.0,1
JJ306237,1170354.0,1902355.0,0
JJ464518,1182889.0,1854438.0,1
JJ437587,1143746.0,1923317.0,0
JJ498893,1164090.0,1918633.0,0
JK259827,1159086.0,1847118.0,1
JJ453079,1176516.0,1895381.0,0
JJ386068,1201755.0,1827333.0,1
JJ447607,1176796.0,1903917.0,0
JK215234,1155284.0,1916792.0,0
JJ519445,1167484.0,1891705.0,0
JK153233,1129931.0,1918169.0,0
JJ430607,1174897.0,1900809.0,0
JJ287082,1194261.0,1851542.0,1
JJ478169,1165141.0,1861232.0,1
JJ262570,1160789.0,1943178.0,0
JJ527910,1176893.0,1880820.0,1
JJ289245,1175023.0,1904549.0,0
JJ467196,1163593.0,1928796.0,0
JJ485909,1165475.0,1897799.0,0
JK123862,1166057.0,1880197.0,1
JK159223,1168393.0,1851513.0,1
JJ383169,1180535.0,1855713.0,1
JJ282652,1159208.0,1940733.0,0
JJ342001,1141351.0,1914496.0,0
JJ319382,1158809.0,1897265.0,0
JK201986,1183699.0,1874469.0,1
JJ415796,1180269.0,1852882.0,1
JJ418616,1135606.0,1921315.0,0
JK102014,1168271.0,1844132.0,1
JK182045,1173876.0,1915767.0,0
JJ364485,1167313.0,1924208.0,0
JK254027,1152400.0,1910402.0,0
JK194704,1190779.0,1858055.0,1
JJ419108,1148826.0,1896691.0,0
JK203933,1157822.0,1914874.0,0
JJ353886,1142891.0,1899556.0,0
JJ420005,1181519.0,1832471.0,1
JJ468242,1188808.0,1856667.0,1
JJ494837,1178400.0,1890131.0,0
JJ482934,1176416.0,1903908.0,0
JJ524596,1162821.0,1828892.0,1
JK146884,1187337.0,1861066.0,1
JJ401652,1169151.0,1918280.0,0
JJ334082,1185742.0,1818769.0,1
JK235533,1176676.0,1899939.0,0
JJ495955,1177470.0,1892869.0,0
JK125398,1152563.0,1861245.0,1
JJ336991,1188597.0,1853356.0,1
JJ263851,1155883.0,1871498.0,1
JJ500257,1164357.0,1942729.0,0
JK196546,1180307.0,1864332.0,1
JK199063,1155878.0,1871677.0,1
JJ522797,1177270.0,1901551.0,0
JK119063,1173180.0,1869499.0,1
JK104661,1178055.0,1853687.0,1
JJ291127,1179789.0,1876593.0,1
JJ500587,1155161.0,1873624.0,1
JJ526015,1140424.0,1909123.0,0
JJ465961,1157498.0,1908283.0,0
JJ436220,1161091.0,1863896.0,1
JJ421703,1134178.0,1924283.0,0
JK178605,1175336.0,1907780.0,0
JJ368403,1167032.0,1944822.0,0
JK211685,1171411.0,1862236.0,1
JK123234,1157293.0,1907855.0,0
JJ488824,1167603.0,1932028.0,0
JK163453,1161398.0,1888562.0,0
JJ471846,1179325.0,1901333.0,0
JJ433704,1167859.0,1846804.0,1
JJ499683,1179546.0,1894217.0,0
JJ274340,1172491.0,1901698.0,0
JJ393067,1166909.0,1905654.0,0
JJ300140,1178476.0,1870802.0,1
JJ531050,1160966.0,1895521.0,0
JK156159,1194921.0,1846665.0,1
JJ330952,1176272.0,1904025.0,0
JK214502,1175195.0,1904167.0,0
JJ508529,1176517.0,1895340.0,0
JJ451279,1175463.0,1903198.0,0
JJ457944,1161104.0,1907941.0,0
JJ523111,1150235.0,1930096.0,0
JK109275,1163657.0,1950529.0,0
JJ381584,1156008.0,1867149.0,1
JJ349871,1149058.0,1899832.0,0
JJ320214,1164852.0,1871862.0,1
JK181962,1176456.0,1897484.0,0
JK173270,1184720.0,1852175.0,1
JJ392977,1145804.0,1851407.0,1
JK107208,1156165.0,1861549.0,1
JJ495667,1185010.0,1861840.0,1
JJ415642,1161930.0,1911332.0,0
JJ447844,1182658.0,1850624.0,1
JJ509867,1187596.0,1850650.0,1
JJ279704,1167918.0,1930994.0,0
JK194502,1174120.0,1848252.0,1
JJ507503,1165141.0,1826193.0,1
JK196746,1177210.0,1904229.0,0
JJ307013,1170277.0,1924297.0,0
JJ388024,1194518.0,1854864.0,1
JK217993,1197765.0,1819090.0,1
JK191244,1157136.0,1921732.0,0
JK106907,1152579.0,1864234.0,1
JK153231,1191324.0,1842374.0,1
JJ489985,1137505.0,1910269.0,0
JJ467912,1177009.0,1902589.0,0
JK191867,1139279.0,1907700.0,0
JJ518572,1142821.0,1907169.0,0
JK142508,1175451.0,1851901.0,1
JJ518612,1178222.0,1903964.0,0
JJ431920,1155401.0,1900183.0,0
JJ297821,1180013.0,1862913.0,1
JJ447731,1171668.0,1841333.0,1
JJ466425,1177732.0,1865631.0,1
JK153084,1178293.0,1881834.0,1
JJ517887,1136752.0,1900354.0,0
JJ396108,1148091.0,1898015.0,0
JJ305543,1158450.0,1943972.0,0
JJ398890,1146651.0,1912925.0,0
JJ342143,1128288.0,1932351.0,0
JJ473407,1138765.0,1911530.0,0
JJ439067,1176837.0,1823208.0,1
JK233824,1176607.0,1891853.0,0
JJ402662,1177965.0,1890578.0,0
JJ288695,1190602.0,1857828.0,1
JJ322960,1172573.0,1900294.0,0
JK183410,1179981.0,1817559.0,1
JJ359867,1174418.0,1855858.0,1
JJ430975,1197751.0,1844218.0,1
JJ328406,1179283.0,1834056.0,1
JK257958,1156203.0,1896877.0,0
JJ303706,1175907.0,1836964.0,1
JJ481316,1150508.0,1866499.0,1
JK243548,1168551.0,1898323.0,0
JK236055,1144295.0,1926174.0,0
JK178262,1164952.0,1926237.0,0
JK209525,1139158.0,1907118.0,0
JJ305754,1148913.0,1894068.0,0
JJ313468,1150462.0,1862177.0,1
JK105256,1141295.0,1861607.0,1
JK219382,1168267.0,1900172.0,0
JJ472467,1174425.0,1910474.0,0
JJ527410,1160259.0,1869830.0,1
JJ438028,1138977.0,1901868.0,0
JJ277299,1165695.0,1853311.0,1
JK237559,1194878.0,1853586.0,1
JK188852,1138788.0,1913480.0,0
JJ342377,1165886.0,1905097.0,0
JJ317724,1160600.0,1881037.0,0
JK101918,1157656.0,1867715.0,1
JJ453386,1178812.0,1829979.0,1
JK133932,1173062.0,1895889.0,0
JJ532335,1167571.0,1921053.0,0
JJ446422,1179647.0,1901952.0,0
JJ433669,1158153.0,1900844.0,0
JJ320587,1150449.0,1931301.0,0
JK104621,1169538.0,1846203.0,1
JJ519098,1192715.0,1858996.0,1
JK143957,1146457.0,1864995.0,1
JJ294722,1168469.0,1929861.0,0
JK227942,1175099.0,1901781.0,0
JK200089,1138139.0,1900408.0,0
JK108427,1188403.0,1844086.0,1
JJ475676,1166713.0,1895679.0,0
JJ481406,1167921.0,1893766.0,0
JJ394126,1183676.0,1849841.0,1
JK150393,1167046.0,1944393.0,0
JJ295568,1165062.0,1936185.0,0
JK121775,1142810.0,1907635.0,0
JJ349266,1168583.0,1923729.0,0
JJ425245,1170234.0,1856852.0,1
JJ351155,1179645.0,1902028.0,0
JK130230,1176816.0,1900193.0,0
JJ463593,1175197.0,1895030.0,0
JJ312803,1155071.0,1939722.0,0
JJ352068,1150317.0,1862514.0,1
JJ444345,1181376.0,1879467.0,1
JK193007,1140834.0,1898814.0,0
JK181937,1177416.0,1895928.0,0
JJ503968,1136522.0,1919627.0,0
JK169660,1150263.0,1895081.0,0
JJ364825,1180454.0,1863341.0,1
JJ265455,1168709.0,1852088.0,1
JK160818,1180500.0,1875955.0,1
JK187610,1162627.0,1910739.0,0
JJ478632,1173866.0,1823670.0,1
JJ281929,1179991.0,1863739.0,1
JK233892,1150686.0,1886437.0,0
JK188360,1142554.0,1933457.0,0
JJ352480,1149095.0,1911877.0,0
JJ270778,1158890.0,1906379.0,0
JK140587,1178568.0,1827387.0,1
JJ342293,1189146.0,1860229.0,1
JJ347999,1148077.0,1912568.0,0
JJ275434,1156813.0,1895895.0,0
JJ491078,1174441.0,1909982.0,0
JK174197,1140618.0,1910790.0,0
JK217603,1181026.0,1852740.0,1
JK201942,1185299.0,1818783.0,1
JJ287620,1180863.0,1871988.0,1
JJ519600,1176607.0,1905155.0,0
JJ464255,1160005.0,1905256.0,0
JK126067,1176364.0,1900524.0,0
JK151552,1167724.0,1830375.0,1
JJ380515,1177594.0,1854568.0,1
JK259179,1153288.0,1892198.0,0
JK101642,1167950.0,1880161.0,1
JK124267,1151922.0,1893486.0,0
JJ423330,1151918.0,1872290.0,1
JK187137,1155977.0,1868216.0,1
JJ358336,1176956.0,1902517.0,0
JJ404761,1173684.0,1905296.0,0
JK216449,1177657.0,1828062.0,1
JJ463547,1154431.0,1898340.0,0
JK236921,1159782.0,1898863.0,0
JK193892,1179323.0,1903147.0,0
JJ295398,1166267.0,1868639.0,1
JJ342463,1195396.0,1847502.0,1
JK200776,1186970.0,1870418.0,1
JK118651,1151043.0,1900265.0,0
JJ434187,1129712.0,1924838.0,0
JK110953,1133417.0,1912994.0,0
JK112870,1182460.0,1846024.0,1
JK233682,1170258.0,1924892.0,0
JJ284236,1178300.0,1901989.0,0
JK226871,1164531.0,1945882.0,0
JJ300623,1171751.0,1874027.0,1
JJ468264,1154524.0,1927084.0,0
JK173886,1163119.0,1868164.0,1
JK124761,1161273.0,1910605.0,0
JJ287164,1148220.0,1899677.0,0
JK111764,1176270.0,1863208.0,1
JJ497391,1168907.0,1905432.0,0
JK102338,1160336.0,1915339.0,0
JK164055,1178305.0,1881834.0,1
JJ460182,1167246.0,1904474.0,0
JJ448447,1136467.0,1907681.0,0
JJ383974,1166084.0,1830700.0,1
JK111605,1179489.0,1879516.0,1
JJ344611,1170271.0,1924485.0,0
JK202074,1183812.0,1877484.0,1
